count_sensitive_files,has_high_sensitivity,max_file_confidence,avg_sensitivity_score,num_open_ports,has_web_port,num_high_ports,is_admin,interesting_env_keys,last_action,action_label
0,0,0.157,0.157,2,0,2,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.0019,0.0019,0,0,0,0,2,SIM_NO_OP,SIM_NO_OP
0,0,0.005,0.005,1,0,1,0,1,SIM_NO_OP,SIM_READ_ENV
4,1,0.9965,0.839,2,1,1,0,2,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.011,0.011,1,0,0,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.0788,0.0788,3,0,1,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.1538,0.1538,2,0,2,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
0,0,0.0,0.0,1,0,1,0,1,SIM_NO_OP,SIM_NO_OP
0,0,0.105,0.105,0,1,0,0,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0172,0.0172,3,1,3,0,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0449,0.0449,5,0,4,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0891,0.0891,3,0,3,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
1,0,0.8101,0.7947,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.2155,0.2155,3,1,2,0,0,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0654,0.0654,2,0,1,1,2,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.0206,0.0206,5,0,4,1,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.1588,0.1588,3,0,3,1,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.0487,0.0487,0,0,0,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.1427,0.1427,3,0,3,0,1,SIM_READ_FILE,SIM_READ_ENV
0,0,0.0591,0.0591,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
9,1,0.9304,0.7656,3,1,3,0,0,SIM_READ_FILE,SIM_NO_OP
0,0,0.0299,0.0299,2,0,2,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
5,1,0.9348,0.7214,2,0,1,0,0,SIM_READ_ENV,SIM_READ_FILE
0,0,0.0663,0.0663,1,0,1,1,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.0904,0.0904,1,0,1,0,1,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.117,0.117,1,0,1,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.2027,0.2027,2,1,2,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
1,1,0.9764,0.7283,2,0,2,0,1,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0991,0.0991,3,0,2,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0221,0.0221,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
5,1,0.9986,0.8699,1,0,1,0,1,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.2515,0.2515,2,0,2,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.0314,0.0314,3,0,2,1,2,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.0123,0.0123,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.0812,0.0812,2,0,2,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.0722,0.0722,1,0,1,1,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
8,1,0.9588,0.759,3,0,2,0,0,SIM_READ_FILE,SIM_READ_FILE
0,0,0.0792,0.0792,4,0,3,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.0985,0.0985,4,0,3,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0398,0.0398,3,0,3,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
2,0,0.7653,0.7948,1,0,1,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0053,0.0053,2,0,2,0,2,SIM_READ_FILE,SIM_READ_ENV
0,0,0.0369,0.0369,2,1,2,0,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.006,0.006,1,0,1,0,2,SIM_READ_FILE,SIM_NO_OP
0,0,0.0742,0.0742,1,1,0,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0232,0.0232,2,0,1,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.0076,0.0076,3,0,3,0,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.3459,0.3459,0,1,0,0,1,SIM_READ_ENV,SIM_SCAN_PORT
3,1,0.9926,0.6658,1,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.006,0.006,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.1018,0.1018,0,0,0,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.0376,0.0376,3,1,3,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.0014,0.0014,2,0,2,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.2006,0.2006,1,0,1,1,2,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.0047,0.0047,3,0,2,0,1,SIM_READ_FILE,SIM_READ_ENV
4,1,0.9755,0.5556,3,0,2,0,0,SIM_READ_ENV,SIM_READ_FILE
3,0,0.8619,0.7438,2,1,2,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.1485,0.1485,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0641,0.0641,3,1,3,0,0,SIM_NO_OP,SIM_SCAN_PORT
0,0,0.0339,0.0339,4,0,4,1,0,SIM_READ_FILE,SIM_NO_OP
2,1,0.9611,0.908,4,0,3,0,1,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.0123,0.0123,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.0283,0.0283,3,1,3,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.1236,0.1236,3,1,3,0,0,SIM_READ_ENV,SIM_SCAN_PORT
2,0,0.7901,0.8144,3,0,3,0,2,SIM_SCAN_PORT,SIM_READ_ENV
2,1,0.9199,0.9083,2,0,2,0,1,SIM_NO_OP,SIM_READ_FILE
0,0,0.0448,0.0448,2,0,2,0,3,SIM_SCAN_PORT,SIM_READ_ENV
0,0,0.0359,0.0359,0,0,0,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.1008,0.1008,3,0,2,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.0164,0.0164,4,1,1,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
3,1,0.9325,0.8188,0,0,0,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
1,0,0.7895,0.8242,3,0,2,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
0,0,0.0448,0.0448,3,0,3,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
1,1,0.9707,0.7584,3,0,3,0,0,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0048,0.0048,3,1,3,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0496,0.0496,4,1,4,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
1,1,0.9372,0.6514,1,0,1,0,2,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.0123,0.0123,2,0,2,0,0,SIM_NO_OP,SIM_NO_OP
1,1,0.9281,0.6527,0,0,0,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.1988,0.1988,2,0,2,1,0,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.0011,0.0011,1,0,0,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.2223,0.2223,2,0,1,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
11,1,0.9251,0.7691,0,0,0,0,0,SIM_READ_ENV,SIM_READ_FILE
0,0,0.2099,0.2099,2,1,2,0,0,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.0375,0.0375,0,0,0,0,2,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
3,1,0.9576,0.6093,2,1,1,0,0,SIM_READ_FILE,SIM_READ_FILE
0,0,0.1206,0.1206,0,0,0,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
0,0,0.1811,0.1811,1,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.0416,0.0416,2,0,1,1,2,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.0486,0.0486,0,0,0,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.0172,0.0172,1,0,1,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0204,0.0204,2,1,1,1,2,SIM_READ_FILE,SIM_LIST_PROCESSES
0,0,0.0054,0.0054,3,1,3,0,0,SIM_LIST_PROCESSES,SIM_SCAN_PORT
0,0,0.0034,0.0034,2,1,2,0,0,SIM_READ_ENV,SIM_SCAN_PORT
6,1,0.9914,0.7326,1,1,1,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0725,0.0725,2,1,1,0,0,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0436,0.0436,2,0,2,1,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.0728,0.0728,2,0,2,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
0,0,0.0521,0.0521,4,0,4,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.0685,0.0685,2,0,2,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.2027,0.2027,2,1,2,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.0426,0.0426,2,0,2,1,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.054,0.054,2,1,1,0,1,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0226,0.0226,2,1,2,0,0,SIM_NO_OP,SIM_SCAN_PORT
1,1,0.9182,0.898,4,0,3,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0119,0.0119,0,0,0,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.1063,0.1063,4,1,2,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.0252,0.0252,1,1,1,0,0,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0534,0.0534,3,1,3,0,0,SIM_SCAN_PORT,SIM_NO_OP
8,0,0.837,0.5232,2,0,1,1,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.1148,0.1148,2,0,2,0,0,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.0363,0.0363,0,1,0,0,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.0899,0.0899,2,0,2,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0384,0.0384,4,0,4,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
1,1,0.9209,0.6143,2,0,2,0,2,SIM_LIST_PROCESSES,SIM_READ_FILE
4,1,0.9507,0.6283,3,1,1,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0756,0.0756,0,0,0,1,1,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.1327,0.1327,1,1,1,0,0,SIM_LIST_PROCESSES,SIM_SCAN_PORT
0,0,0.1001,0.1001,2,0,2,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.0845,0.0845,2,1,1,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
2,1,0.9483,0.9301,1,0,1,0,0,SIM_SCAN_PORT,SIM_NO_OP
3,1,0.9975,0.2965,3,0,3,0,2,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.097,0.097,0,0,0,0,1,SIM_NO_OP,SIM_READ_ENV
2,0,0.799,0.8228,1,1,1,0,1,SIM_READ_FILE,SIM_READ_FILE
0,0,0.0988,0.0988,2,1,2,0,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
0,0,0.0821,0.0821,0,0,0,0,1,SIM_READ_ENV,SIM_READ_ENV
4,0,0.8903,0.7807,2,1,2,0,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0075,0.0075,2,0,1,0,1,SIM_SCAN_PORT,SIM_NO_OP
2,1,0.9787,0.8623,6,0,3,1,1,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.0394,0.0394,1,0,0,0,1,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.1452,0.1452,0,1,0,0,0,SIM_NO_OP,SIM_NO_OP
6,1,0.913,0.9624,2,0,2,1,1,SIM_READ_FILE,SIM_READ_FILE
1,0,0.8577,0.5493,2,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.1473,0.1473,0,1,0,0,0,SIM_READ_FILE,SIM_NO_OP
0,0,0.0285,0.0285,0,0,0,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.0836,0.0836,1,1,1,0,1,SIM_SCAN_PORT,SIM_SCAN_PORT
5,0,0.8079,0.7927,3,1,3,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.1716,0.1716,1,1,1,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
7,1,0.9584,0.7509,1,0,1,0,0,SIM_NO_OP,SIM_NO_OP
4,1,0.942,0.7725,2,0,2,0,2,SIM_READ_FILE,SIM_READ_FILE
0,0,0.0218,0.0218,0,1,0,0,1,SIM_LIST_PROCESSES,SIM_SCAN_PORT
0,0,0.0091,0.0091,2,1,2,0,0,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0875,0.0875,2,0,2,0,0,SIM_SCAN_PORT,SIM_NO_OP
0,0,0.0929,0.0929,1,0,1,1,1,SIM_LIST_PROCESSES,SIM_LIST_PROCESSES
3,0,0.8616,0.9499,2,0,2,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.3451,0.3451,1,0,0,0,3,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.4513,0.4513,2,1,2,0,1,SIM_NO_OP,SIM_NO_OP
0,0,0.2032,0.2032,1,0,1,1,2,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.0713,0.0713,0,0,0,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.099,0.099,2,0,2,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.2021,0.2021,4,0,4,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
2,0,0.8092,0.9037,2,0,2,1,1,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.2563,0.2563,3,0,2,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.3765,0.3765,2,1,2,0,0,SIM_READ_ENV,SIM_NO_OP
0,0,0.0503,0.0503,1,0,1,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.1065,0.1065,0,0,0,0,3,SIM_NO_OP,SIM_READ_ENV
0,0,0.0137,0.0137,2,1,2,0,0,SIM_NO_OP,SIM_SCAN_PORT
0,0,0.0043,0.0043,1,0,1,0,2,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.1244,0.1244,3,0,3,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0654,0.0654,2,0,2,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
3,0,0.7221,0.7423,1,0,1,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.1275,0.1275,0,0,0,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
2,0,0.8336,0.7814,0,0,0,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
3,1,0.9641,0.7399,5,0,5,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.2816,0.2816,1,1,0,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0676,0.0676,0,0,0,1,3,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.0597,0.0597,4,0,4,0,0,SIM_LIST_PROCESSES,SIM_SCAN_PORT
3,1,0.9397,0.8493,1,1,1,0,1,SIM_NO_OP,SIM_READ_FILE
1,1,0.962,0.597,2,1,1,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
2,1,0.9798,0.7313,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0052,0.0052,5,1,5,0,0,SIM_NO_OP,SIM_NO_OP
0,0,0.0803,0.0803,1,0,0,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.1824,0.1824,2,0,1,1,2,SIM_READ_ENV,SIM_LIST_PROCESSES
2,1,0.9002,0.95,0,0,0,0,0,SIM_READ_ENV,SIM_READ_FILE
0,0,0.1365,0.1365,1,0,1,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
0,0,0.1313,0.1313,0,0,0,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0452,0.0452,6,0,4,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
5,0,0.8785,0.8659,1,0,1,0,1,SIM_READ_FILE,SIM_READ_ENV
0,0,0.0624,0.0624,3,0,3,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
1,1,0.9842,0.804,5,0,5,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0864,0.0864,2,0,1,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.0325,0.0325,2,0,2,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.1214,0.1214,2,0,2,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0812,0.0812,1,1,1,1,1,SIM_READ_FILE,SIM_LIST_PROCESSES
0,0,0.1075,0.1075,1,0,0,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0746,0.0746,0,0,0,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
1,1,0.9928,0.4929,3,0,3,0,0,SIM_NO_OP,SIM_READ_FILE
0,0,0.0255,0.0255,3,0,3,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.0245,0.0245,3,0,0,0,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.1811,0.1811,1,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_NO_OP
1,1,0.993,0.8021,0,1,0,0,0,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0922,0.0922,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.1036,0.1036,1,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_NO_OP
0,0,0.0671,0.0671,2,0,1,0,2,SIM_READ_ENV,SIM_READ_ENV
0,0,0.0117,0.0117,1,0,1,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.1585,0.1585,2,0,1,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
0,0,0.0394,0.0394,4,0,4,0,1,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.2706,0.2706,1,0,1,0,1,SIM_NO_OP,SIM_NO_OP
0,0,0.0422,0.0422,0,1,0,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.0701,0.0701,4,1,2,0,0,SIM_READ_FILE,SIM_READ_FILE
6,1,0.9941,0.8536,4,0,4,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0511,0.0511,3,0,3,0,1,SIM_NO_OP,SIM_READ_ENV
2,1,0.9614,0.5168,2,0,1,1,0,SIM_READ_FILE,SIM_READ_FILE
0,0,0.0764,0.0764,0,0,0,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
8,1,0.9941,0.8591,2,0,2,0,1,SIM_NO_OP,SIM_READ_FILE
0,0,0.1546,0.1546,4,0,1,0,1,SIM_LIST_PROCESSES,SIM_SCAN_PORT
0,0,0.0806,0.0806,2,0,2,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.0434,0.0434,5,1,4,0,1,SIM_LIST_PROCESSES,SIM_SCAN_PORT
0,0,0.0287,0.0287,2,0,1,0,1,SIM_READ_ENV,SIM_READ_ENV
0,0,0.1737,0.1737,2,0,2,0,1,SIM_READ_FILE,SIM_LIST_PROCESSES
0,0,0.2006,0.2006,3,1,3,0,0,SIM_NO_OP,SIM_SCAN_PORT
0,0,0.0044,0.0044,3,0,2,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.3055,0.3055,3,0,2,0,0,SIM_READ_ENV,SIM_COLLECT_TELEMETRY
0,0,0.0179,0.0179,2,0,2,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.1933,0.1933,0,0,0,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
1,1,0.946,0.6035,1,1,0,0,0,SIM_READ_ENV,SIM_READ_FILE
0,0,0.0078,0.0078,2,1,2,0,1,SIM_NO_OP,SIM_SCAN_PORT
0,0,0.1611,0.1611,7,0,6,0,1,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.0054,0.0054,3,1,2,0,0,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0323,0.0323,1,1,0,0,0,SIM_NO_OP,SIM_SCAN_PORT
1,1,0.9959,0.7239,2,1,2,0,2,SIM_NO_OP,SIM_READ_FILE
0,0,0.009,0.009,1,0,1,0,2,SIM_SCAN_PORT,SIM_READ_ENV
0,0,0.0353,0.0353,2,0,1,0,2,SIM_READ_FILE,SIM_READ_ENV
0,0,0.0881,0.0881,2,0,1,1,2,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.0438,0.0438,4,0,3,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.1845,0.1845,1,1,1,0,0,SIM_READ_FILE,SIM_NO_OP
0,0,0.1765,0.1765,0,0,0,0,0,SIM_SCAN_PORT,SIM_READ_FILE
0,0,0.0347,0.0347,1,0,1,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0166,0.0166,0,0,0,0,0,SIM_NO_OP,SIM_COLLECT_TELEMETRY
0,0,0.1613,0.1613,1,0,1,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.0218,0.0218,1,1,1,0,0,SIM_READ_FILE,SIM_SCAN_PORT
0,0,0.0048,0.0048,1,0,1,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
3,1,0.9359,0.5617,1,0,1,0,0,SIM_READ_FILE,SIM_READ_FILE
0,0,0.1669,0.1669,2,1,1,0,1,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0399,0.0399,0,0,0,1,1,SIM_READ_ENV,SIM_LIST_PROCESSES
0,0,0.1346,0.1346,1,0,1,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0538,0.0538,4,0,4,1,1,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
21,1,0.9769,0.8363,7,0,6,0,0,SIM_READ_ENV,SIM_READ_FILE
0,0,0.1467,0.1467,1,0,1,0,1,SIM_SCAN_PORT,SIM_READ_ENV
0,0,0.0052,0.0052,5,1,5,0,0,SIM_NO_OP,SIM_NO_OP
1,1,0.964,0.9566,4,1,2,0,0,SIM_READ_FILE,SIM_READ_FILE
0,0,0.0885,0.0885,2,0,0,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
0,0,0.0689,0.0689,0,1,0,1,0,SIM_LIST_PROCESSES,SIM_SCAN_PORT
0,0,0.0974,0.0974,2,0,2,0,0,SIM_SCAN_PORT,SIM_COLLECT_TELEMETRY
0,0,0.1519,0.1519,2,0,2,0,2,SIM_NO_OP,SIM_READ_ENV
0,0,0.242,0.242,2,0,2,0,0,SIM_COLLECT_TELEMETRY,SIM_COLLECT_TELEMETRY
1,0,0.8818,0.7959,2,0,2,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
4,1,0.9056,0.3895,2,0,1,0,1,SIM_NO_OP,SIM_READ_FILE
0,0,0.0415,0.0415,1,0,1,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.1667,0.1667,0,0,0,0,0,SIM_LIST_PROCESSES,SIM_NO_OP
5,1,0.9995,0.3988,1,1,1,0,0,SIM_COLLECT_TELEMETRY,SIM_READ_FILE
0,0,0.0359,0.0359,1,0,1,0,1,SIM_READ_ENV,SIM_NO_OP
0,0,0.0582,0.0582,4,0,4,1,2,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.2339,0.2339,2,0,0,1,1,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.0032,0.0032,3,1,2,0,3,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.0149,0.0149,3,0,3,0,1,SIM_LIST_PROCESSES,SIM_READ_ENV
2,0,0.8797,0.522,3,0,3,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
3,1,0.9155,0.9393,4,0,3,0,2,SIM_NO_OP,SIM_READ_FILE
0,0,0.2138,0.2138,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_COLLECT_TELEMETRY
0,0,0.1383,0.1383,4,1,3,1,1,SIM_NO_OP,SIM_LIST_PROCESSES
0,0,0.0789,0.0789,0,0,0,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.1088,0.1088,2,0,2,1,3,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.1649,0.1649,2,0,2,0,1,SIM_COLLECT_TELEMETRY,SIM_READ_ENV
0,0,0.0908,0.0908,6,0,5,1,0,SIM_SCAN_PORT,SIM_SCAN_PORT
0,0,0.0602,0.0602,5,0,3,0,0,SIM_NO_OP,SIM_NO_OP
6,1,0.9112,0.7835,3,1,3,0,0,SIM_READ_ENV,SIM_READ_FILE
0,0,0.0298,0.0298,0,0,0,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.1037,0.1037,3,1,2,0,0,SIM_COLLECT_TELEMETRY,SIM_SCAN_PORT
0,0,0.1065,0.1065,4,0,3,0,1,SIM_READ_ENV,SIM_SCAN_PORT
0,0,0.0658,0.0658,1,0,1,1,1,SIM_COLLECT_TELEMETRY,SIM_LIST_PROCESSES
0,0,0.0369,0.0369,1,0,0,1,2,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.0876,0.0876,0,0,0,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
1,0,0.8101,0.7947,2,0,2,0,0,SIM_LIST_PROCESSES,SIM_NO_OP
0,0,0.0197,0.0197,2,0,1,0,0,SIM_READ_FILE,SIM_COLLECT_TELEMETRY
7,1,0.9366,0.6973,2,1,2,0,0,SIM_LIST_PROCESSES,SIM_READ_FILE
0,0,0.0031,0.0031,3,0,3,0,3,SIM_SCAN_PORT,SIM_READ_ENV
0,0,0.0442,0.0442,1,0,0,1,1,SIM_SCAN_PORT,SIM_LIST_PROCESSES
0,0,0.1093,0.1093,2,0,2,0,1,SIM_NO_OP,SIM_READ_ENV
0,0,0.019,0.019,0,0,0,0,0,SIM_READ_FILE,SIM_NO_OP
