filename,extension,filesize_kb,file_path,date_modified,sensitive,keywords,path_dept,path_subdir
patient_meeting_19015.txt,.txt,113,C:/Healthcare/Meetings/,2025-10-29T13:15:44,1,['patient'],Healthcare,Meetings
shift_24784.csv,.csv,235,C:/Healthcare/StaffSchedules/,2023-05-01T10:02:48,0,[],Healthcare,StaffSchedules
report_16769.pdf,.pdf,2139,C:/Finance/HR/,2024-04-02T04:24:15,0,[],Finance,HR
lab_5384.xlsx,.xlsx,2198,C:/Healthcare/LabResults/,2024-06-08T22:48:38,1,[],Healthcare,LabResults
contract_12828.xlsx,.xlsx,385,C:/Finance/Loans/,2024-06-27T06:26:15,1,[],Finance,Loans
audit_15285.xlsx,.xlsx,1165,C:/Finance/Accounts/,2023-03-14T02:47:18,1,[],Finance,Accounts
schedule_24607.xlsx,.xlsx,1054,C:/Healthcare/StaffSchedules/,2024-04-14T11:59:22,0,[],Healthcare,StaffSchedules
ledger_4912.pdf,.pdf,382,C:/Finance/Accounts/,2022-08-18T05:37:41,1,[],Finance,Accounts
prescription_lab_7604.xls,.xls,1002,C:/Healthcare/LabResults/,2025-08-28T22:41:09,1,['prescription'],Healthcare,LabResults
review_24390.docx,.docx,32,C:/Finance/Compliance/,2023-11-11T14:50:03,1,[],Finance,Compliance
guideline_21249.docx,.docx,210,C:/Finance/Compliance/,2024-06-24T21:23:10,0,[],Finance,Compliance
info_16480.pdf,.pdf,639,C:/Healthcare/PublicInfo/,2024-10-26T18:47:58,0,[],Healthcare,PublicInfo
ssn_record_12663.xlsx,.xlsx,1185,C:/Healthcare/Patients/,2025-07-08T18:43:48,1,['ssn'],Healthcare,Patients
meeting_14319.pdf,.pdf,1457,C:/Healthcare/Meetings/,2023-05-08T20:35:27,0,[],Healthcare,Meetings
tax_info_procedure_5418.xlsx,.xlsx,1253,C:/Finance/Internal/,2023-06-28T20:22:23,1,['tax_info'],Finance,Internal
credit_report_summary_20439.xlsx,.xlsx,876,C:/Finance/Transactions/,2023-10-15T17:37:14,0,['credit_report'],Finance,Transactions
specimen_17080.xls,.xls,556,C:/Healthcare/LabResults/,2025-06-13T14:49:43,1,[],Healthcare,LabResults
protocol_23806.pdf,.pdf,427,C:/Healthcare/Internal/,2025-04-04T21:07:07,1,[],Healthcare,Internal
guideline_7159.pdf,.pdf,827,C:/Finance/Compliance/,2023-09-25T09:43:15,0,[],Finance,Compliance
medical_procedure_20520.xlsx,.xlsx,491,C:/Healthcare/Internal/,2025-04-12T00:59:25,1,['medical'],Healthcare,Internal
consent_workorder_6146.xlsx,.xlsx,315,C:/Healthcare/Maintenance/,2025-07-14T11:34:08,1,['consent'],Healthcare,Maintenance
transfer_18348.xlsx,.xlsx,1190,C:/Finance/Transactions/,2024-12-14T18:37:28,0,[],Finance,Transactions
report_2999.docx,.docx,203,C:/Finance/HR/,2024-11-03T08:15:14,1,[],Finance,HR
agreement_16374.xls,.xls,1221,C:/Finance/Loans/,2025-06-08T08:29:36,1,[],Finance,Loans
shift_5856.pdf,.pdf,1466,C:/Healthcare/StaffSchedules/,2024-11-09T18:33:36,0,[],Healthcare,StaffSchedules
procedure_17631.docx,.docx,58,C:/Healthcare/Internal/,2025-07-03T13:24:29,1,[],Healthcare,Internal
notice_11381.pdf,.pdf,1556,C:/Healthcare/PublicInfo/,2024-05-26T17:36:39,0,[],Healthcare,PublicInfo
claim_1841.csv,.csv,218,C:/Healthcare/Insurance/,2025-11-20T09:15:03,1,[],Healthcare,Insurance
prescription_info_12138.csv,.csv,359,C:/Healthcare/PublicInfo/,2024-02-09T21:53:15,0,['prescription'],Healthcare,PublicInfo
customer_6831.csv,.csv,181,C:/Finance/Customers/,2023-06-27T16:00:51,1,[],Finance,Customers
reimbursement_20499.csv,.csv,92,C:/Healthcare/Insurance/,2023-11-09T23:48:31,1,[],Healthcare,Insurance
coverage_7234.csv,.csv,228,C:/Healthcare/Insurance/,2024-04-03T09:54:49,1,[],Healthcare,Insurance
protocol_1316.docx,.docx,104,C:/Healthcare/Internal/,2025-05-17T21:44:43,1,[],Healthcare,Internal
confidential_summary_13666.xlsx,.xlsx,420,C:/Finance/Reports/,2022-05-09T23:26:05,1,['confidential'],Finance,Reports
prescription_guideline_24473.docx,.docx,286,C:/Healthcare/Internal/,2025-07-09T15:31:46,1,['prescription'],Healthcare,Internal
reimbursement_10654.pdf,.pdf,49,C:/Healthcare/Insurance/,2023-11-30T15:49:51,1,[],Healthcare,Insurance
specimen_24102.csv,.csv,271,C:/Healthcare/LabResults/,2025-12-15T14:47:45,1,[],Healthcare,LabResults
agreement_11778.xls,.xls,161,C:/Finance/Loans/,2022-12-25T04:04:41,1,[],Finance,Loans
ledger_21817.xlsx,.xlsx,73,C:/Finance/Accounts/,2022-02-24T18:23:30,1,[],Finance,Accounts
maintenance_23027.txt,.txt,131,C:/Healthcare/Maintenance/,2025-03-14T01:35:18,1,[],Healthcare,Maintenance
info_15755.txt,.txt,124,C:/Healthcare/PublicInfo/,2023-10-17T12:41:41,0,[],Healthcare,PublicInfo
payroll_coverage_10905.pdf,.pdf,519,C:/Healthcare/Insurance/,2025-02-25T01:09:21,1,['payroll'],Healthcare,Insurance
reimbursement_24783.docx,.docx,194,C:/Healthcare/Insurance/,2023-01-06T15:59:23,1,[],Healthcare,Insurance
profile_3590.csv,.csv,379,C:/Finance/Customers/,2024-01-25T20:11:36,0,[],Finance,Customers
guideline_11616.pdf,.pdf,648,C:/Healthcare/Internal/,2023-01-26T08:14:02,1,[],Healthcare,Internal
agreement_19548.docx,.docx,143,C:/Finance/Loans/,2022-12-16T23:55:44,1,[],Finance,Loans
info_14259.txt,.txt,83,C:/Finance/PublicInfo/,2024-07-06T17:40:20,0,[],Finance,PublicInfo
audit_21391.xlsx,.xlsx,135,C:/Finance/Accounts/,2023-06-01T16:32:30,1,[],Finance,Accounts
procedure_8570.xlsx,.xlsx,1072,C:/Finance/Internal/,2024-08-15T18:10:15,1,[],Finance,Internal
tax_info_loan_15548.docx,.docx,55,C:/Finance/Loans/,2025-03-28T12:16:53,1,['tax_info'],Finance,Loans
specimen_14879.xls,.xls,1516,C:/Healthcare/LabResults/,2023-03-11T16:11:32,1,[],Healthcare,LabResults
maintenance_10625.xlsx,.xlsx,637,C:/Healthcare/Maintenance/,2023-10-11T08:17:20,0,[],Healthcare,Maintenance
ssn_menu_15906.txt,.txt,90,C:/Healthcare/PublicInfo/,2023-05-03T00:51:33,0,['ssn'],Healthcare,PublicInfo
policy_20905.pdf,.pdf,452,C:/Finance/Compliance/,2023-02-25T17:08:32,1,[],Finance,Compliance
info_19785.pdf,.pdf,1988,C:/Healthcare/PublicInfo/,2025-06-11T20:45:42,0,[],Healthcare,PublicInfo
consent_14142.csv,.csv,38,C:/Healthcare/Patients/,2024-12-18T05:35:43,1,[],Healthcare,Patients
protocol_15903.pdf,.pdf,1624,C:/Healthcare/Internal/,2025-01-23T14:10:23,1,[],Healthcare,Internal
visit_3718.docx,.docx,735,C:/Healthcare/Patients/,2023-07-15T14:45:44,0,[],Healthcare,Patients
parking_4536.pdf,.pdf,953,C:/Healthcare/PublicInfo/,2025-07-19T11:22:50,0,[],Healthcare,PublicInfo
maintenance_4069.xlsx,.xlsx,613,C:/Healthcare/Maintenance/,2025-03-30T18:27:57,0,[],Healthcare,Maintenance
workorder_16556.xlsx,.xlsx,196,C:/Healthcare/Maintenance/,2023-10-24T06:00:23,1,[],Healthcare,Maintenance
guideline_4937.pdf,.pdf,295,C:/Finance/Compliance/,2025-03-01T10:53:07,0,[],Finance,Compliance
log_8451.xlsx,.xlsx,963,C:/Healthcare/Maintenance/,2023-11-15T11:27:07,0,[],Healthcare,Maintenance
test_18903.xls,.xls,901,C:/Healthcare/LabResults/,2023-10-04T01:19:54,1,[],Healthcare,LabResults
minutes_14189.txt,.txt,119,C:/Healthcare/Meetings/,2025-03-17T18:57:56,0,[],Healthcare,Meetings
statement_20949.csv,.csv,589,C:/Finance/Transactions/,2025-04-22T12:11:58,0,[],Finance,Transactions
diagnosis_3094.pdf,.pdf,709,C:/Healthcare/Patients/,2024-03-20T00:56:03,0,[],Healthcare,Patients
contract_2330.xls,.xls,1535,C:/Finance/Loans/,2025-02-02T04:43:28,1,[],Finance,Loans
guideline_20505.docx,.docx,647,C:/Finance/Internal/,2023-10-25T06:06:54,1,[],Finance,Internal
roster_5416.docx,.docx,703,C:/Finance/HR/,2022-06-28T15:25:18,0,[],Finance,HR
salary_policy_18428.docx,.docx,914,C:/Finance/Internal/,2023-05-12T02:25:59,1,['salary'],Finance,Internal
meeting_23799.txt,.txt,37,C:/Healthcare/Meetings/,2024-04-02T17:39:15,0,[],Healthcare,Meetings
parking_5672.txt,.txt,41,C:/Healthcare/PublicInfo/,2024-10-07T20:40:37,0,[],Healthcare,PublicInfo
summary_21173.pdf,.pdf,1993,C:/Finance/Reports/,2022-08-08T21:06:57,0,[],Finance,Reports
insurance_claim_meeting_2927.docx,.docx,867,C:/Healthcare/Meetings/,2023-05-08T21:31:30,1,['insurance_claim'],Healthcare,Meetings
roster_9169.docx,.docx,859,C:/Finance/HR/,2024-06-25T23:02:53,0,[],Finance,HR
account_number_schedule_1652.pdf,.pdf,626,C:/Finance/PublicInfo/,2024-04-29T22:14:13,0,['account_number'],Finance,PublicInfo
agenda_24413.pdf,.pdf,1226,C:/Healthcare/Meetings/,2025-01-14T21:21:40,0,[],Healthcare,Meetings
guideline_1047.pdf,.pdf,760,C:/Healthcare/Internal/,2025-09-22T20:01:42,1,[],Healthcare,Internal
procedure_22979.xlsx,.xlsx,670,C:/Finance/Internal/,2025-12-03T04:45:00,1,[],Finance,Internal
workorder_5608.txt,.txt,128,C:/Healthcare/Maintenance/,2024-10-13T16:21:04,0,[],Healthcare,Maintenance
prescription_agenda_15811.txt,.txt,19,C:/Healthcare/Meetings/,2023-03-05T08:01:29,0,['prescription'],Healthcare,Meetings
report_4064.xlsx,.xlsx,209,C:/Finance/HR/,2022-02-11T22:05:40,1,[],Finance,HR
bank_statement_summary_18640.pdf,.pdf,671,C:/Finance/Transactions/,2022-05-29T09:48:35,0,['bank_statement'],Finance,Transactions
reimbursement_16650.csv,.csv,276,C:/Healthcare/Insurance/,2023-10-02T05:55:32,1,[],Healthcare,Insurance
statement_22284.pdf,.pdf,1016,C:/Finance/Transactions/,2023-08-06T21:06:28,1,[],Finance,Transactions
summary_23928.pdf,.pdf,1329,C:/Finance/Transactions/,2023-09-08T01:13:15,0,[],Finance,Transactions
policy_18512.xlsx,.xlsx,1738,C:/Finance/Internal/,2025-06-29T10:53:16,1,[],Finance,Internal
transaction_11815.pdf,.pdf,2911,C:/Finance/Transactions/,2022-10-24T06:15:05,1,[],Finance,Transactions
diagnosis_meeting_13605.docx,.docx,69,C:/Healthcare/Meetings/,2025-01-21T04:15:04,0,['diagnosis'],Healthcare,Meetings
notice_4044.csv,.csv,131,C:/Finance/PublicInfo/,2023-09-23T18:21:16,0,[],Finance,PublicInfo
summary_20767.pdf,.pdf,380,C:/Finance/Reports/,2022-01-11T07:53:48,0,[],Finance,Reports
log_9745.txt,.txt,124,C:/Healthcare/Maintenance/,2025-03-22T13:06:26,1,[],Healthcare,Maintenance
lab_23187.pdf,.pdf,687,C:/Healthcare/LabResults/,2025-03-24T08:55:06,1,[],Healthcare,LabResults
balance_19808.xlsx,.xlsx,1826,C:/Finance/Accounts/,2025-09-02T17:37:37,1,[],Finance,Accounts
workorder_12219.xlsx,.xlsx,855,C:/Healthcare/Maintenance/,2023-12-16T00:53:54,1,[],Healthcare,Maintenance
diagnosis_5152.csv,.csv,33,C:/Healthcare/Patients/,2023-03-07T07:18:44,0,[],Healthcare,Patients
policy_1917.pdf,.pdf,902,C:/Finance/Internal/,2022-01-19T04:07:35,1,[],Finance,Internal
summary_4550.csv,.csv,442,C:/Finance/Reports/,2025-10-22T22:35:59,0,[],Finance,Reports
ledger_23692.xlsx,.xlsx,595,C:/Finance/Accounts/,2022-10-01T02:24:47,1,[],Finance,Accounts
medical_protocol_16611.xlsx,.xlsx,662,C:/Healthcare/Internal/,2024-06-27T12:50:29,1,['medical'],Healthcare,Internal
protocol_18760.pdf,.pdf,367,C:/Finance/Internal/,2024-10-08T07:04:00,1,[],Finance,Internal
contract_15642.xls,.xls,771,C:/Finance/Loans/,2022-12-19T09:58:57,1,[],Finance,Loans
info_15321.docx,.docx,180,C:/Finance/Customers/,2023-08-31T23:54:07,1,[],Finance,Customers
credit_report_schedule_18808.csv,.csv,512,C:/Finance/PublicInfo/,2024-07-18T13:45:30,0,['credit_report'],Finance,PublicInfo
summary_1908.xlsx,.xlsx,675,C:/Finance/Transactions/,2022-06-20T14:33:01,0,[],Finance,Transactions
info_23261.pdf,.pdf,798,C:/Healthcare/PublicInfo/,2024-07-07T05:26:14,0,[],Healthcare,PublicInfo
transfer_23077.pdf,.pdf,550,C:/Finance/Transactions/,2023-04-11T09:19:34,0,[],Finance,Transactions
policy_0855.pdf,.pdf,1464,C:/Healthcare/Insurance/,2025-03-13T03:30:56,1,[],Healthcare,Insurance
payroll_12825.docx,.docx,92,C:/Finance/HR/,2022-07-18T20:58:03,1,[],Finance,HR
specimen_22650.csv,.csv,532,C:/Healthcare/LabResults/,2025-06-07T03:48:20,1,[],Healthcare,LabResults
parking_12631.pdf,.pdf,346,C:/Healthcare/PublicInfo/,2025-03-26T22:09:21,0,[],Healthcare,PublicInfo
info_11028.csv,.csv,728,C:/Finance/Customers/,2024-01-17T00:27:33,1,[],Finance,Customers
coverage_22708.csv,.csv,192,C:/Healthcare/Insurance/,2025-05-04T22:16:00,1,[],Healthcare,Insurance
analysis_24450.csv,.csv,800,C:/Healthcare/LabResults/,2025-11-11T08:47:29,1,[],Healthcare,LabResults
reimbursement_10598.csv,.csv,110,C:/Healthcare/Insurance/,2024-03-22T19:21:46,1,[],Healthcare,Insurance
procedure_14655.xlsx,.xlsx,1269,C:/Healthcare/Internal/,2025-02-02T10:13:19,1,[],Healthcare,Internal
loan_22464.xls,.xls,401,C:/Finance/Loans/,2025-05-19T01:42:26,1,[],Finance,Loans
account_21623.xlsx,.xlsx,620,C:/Finance/Accounts/,2025-09-16T00:34:31,1,[],Finance,Accounts
analysis_16616.pdf,.pdf,913,C:/Healthcare/LabResults/,2024-08-20T10:02:51,1,[],Healthcare,LabResults
salary_21733.pdf,.pdf,862,C:/Finance/HR/,2023-07-07T05:55:13,1,[],Finance,HR
procedure_16957.xlsx,.xlsx,557,C:/Healthcare/Internal/,2025-12-14T08:42:56,1,[],Healthcare,Internal
repayment_3682.xlsx,.xlsx,1273,C:/Finance/Loans/,2024-04-23T23:36:45,1,[],Finance,Loans
record_16190.pdf,.pdf,882,C:/Healthcare/Patients/,2023-08-12T22:42:00,1,[],Healthcare,Patients
prescription_schedule_17898.csv,.csv,832,C:/Healthcare/StaffSchedules/,2023-08-02T15:19:22,1,['prescription'],Healthcare,StaffSchedules
agenda_17051.txt,.txt,132,C:/Healthcare/Meetings/,2024-03-30T03:43:29,0,[],Healthcare,Meetings
summary_18611.csv,.csv,444,C:/Finance/Reports/,2024-09-11T15:59:49,0,[],Finance,Reports
medical_info_21939.txt,.txt,22,C:/Healthcare/PublicInfo/,2024-10-03T05:50:24,0,['medical'],Healthcare,PublicInfo
analysis_11401.csv,.csv,443,C:/Finance/Reports/,2023-03-23T17:20:08,0,[],Finance,Reports
confidential_notice_0376.pdf,.pdf,1142,C:/Finance/PublicInfo/,2025-07-03T12:46:14,1,['confidential'],Finance,PublicInfo
contract_12025.pdf,.pdf,36,C:/Finance/Loans/,2023-07-06T08:27:08,1,[],Finance,Loans
policy_7550.pdf,.pdf,1833,C:/Healthcare/Insurance/,2024-04-11T21:40:12,1,[],Healthcare,Insurance
procedure_23969.pdf,.pdf,16,C:/Finance/Internal/,2025-04-13T19:06:47,1,[],Finance,Internal
salary_0077.docx,.docx,665,C:/Finance/HR/,2023-12-23T21:35:14,1,[],Finance,HR
roster_2100.docx,.docx,652,C:/Finance/HR/,2022-07-22T11:11:20,0,[],Finance,HR
diagnosis_15696.xlsx,.xlsx,973,C:/Healthcare/Patients/,2023-10-01T00:18:50,1,[],Healthcare,Patients
repayment_21472.xlsx,.xlsx,1672,C:/Finance/Loans/,2023-07-24T06:52:18,1,[],Finance,Loans
procedure_12991.xlsx,.xlsx,993,C:/Finance/Internal/,2023-02-16T21:58:34,1,[],Finance,Internal
analysis_8106.pdf,.pdf,789,C:/Finance/Reports/,2022-01-10T10:44:33,1,[],Finance,Reports
guideline_3102.docx,.docx,554,C:/Finance/Internal/,2022-01-14T13:22:06,1,[],Finance,Internal
maintenance_6216.xlsx,.xlsx,390,C:/Healthcare/Maintenance/,2023-12-01T09:49:48,0,[],Healthcare,Maintenance
repayment_18246.docx,.docx,234,C:/Finance/Loans/,2024-05-19T13:31:55,1,[],Finance,Loans
parking_24486.csv,.csv,147,C:/Healthcare/PublicInfo/,2025-06-21T06:36:27,0,[],Healthcare,PublicInfo
ledger_0185.pdf,.pdf,1545,C:/Finance/Accounts/,2024-03-30T20:44:52,1,[],Finance,Accounts
guideline_18022.docx,.docx,389,C:/Finance/Compliance/,2025-02-22T02:24:24,1,[],Finance,Compliance
policy_14597.csv,.csv,265,C:/Healthcare/Insurance/,2024-09-20T04:43:37,1,[],Healthcare,Insurance
roster_16323.csv,.csv,511,C:/Healthcare/StaffSchedules/,2023-07-25T10:34:02,0,[],Healthcare,StaffSchedules
customer_23790.docx,.docx,588,C:/Finance/Customers/,2023-03-15T11:02:36,0,[],Finance,Customers
info_17772.txt,.txt,163,C:/Healthcare/PublicInfo/,2024-03-03T20:32:56,0,[],Healthcare,PublicInfo
info_12519.csv,.csv,5,C:/Finance/Customers/,2022-06-17T21:18:32,0,[],Finance,Customers
loan_3202.xls,.xls,348,C:/Finance/Loans/,2025-08-03T05:45:36,1,[],Finance,Loans
summary_7587.xlsx,.xlsx,541,C:/Finance/Transactions/,2025-10-11T18:08:01,0,[],Finance,Transactions
account_13709.xlsx,.xlsx,812,C:/Finance/Accounts/,2024-08-27T03:04:51,1,[],Finance,Accounts
schedule_8222.pdf,.pdf,811,C:/Healthcare/StaffSchedules/,2023-03-03T01:35:25,0,[],Healthcare,StaffSchedules
protocol_16627.docx,.docx,764,C:/Healthcare/Internal/,2024-05-12T14:39:50,1,[],Healthcare,Internal
tax_info_schedule_21483.txt,.txt,127,C:/Finance/PublicInfo/,2025-05-10T01:12:26,0,['tax_info'],Finance,PublicInfo
statement_15319.xlsx,.xlsx,225,C:/Finance/Transactions/,2025-11-19T20:02:32,1,[],Finance,Transactions
notice_4102.txt,.txt,46,C:/Healthcare/PublicInfo/,2023-08-26T17:52:30,0,[],Healthcare,PublicInfo
maintenance_9830.pdf,.pdf,596,C:/Healthcare/Maintenance/,2025-06-20T12:10:47,0,[],Healthcare,Maintenance
protocol_16407.pdf,.pdf,779,C:/Healthcare/Internal/,2023-11-16T05:36:43,1,[],Healthcare,Internal
passwords_shift_0364.xlsx,.xlsx,819,C:/Healthcare/StaffSchedules/,2024-06-04T10:21:10,1,['passwords'],Healthcare,StaffSchedules
record_22741.docx,.docx,514,C:/Healthcare/Patients/,2023-03-11T01:31:06,1,[],Healthcare,Patients
report_21688.pdf,.pdf,2231,C:/Finance/HR/,2023-02-02T19:45:23,0,[],Finance,HR
analysis_7446.csv,.csv,682,C:/Healthcare/LabResults/,2025-04-23T13:35:00,1,[],Healthcare,LabResults
balance_8771.csv,.csv,57,C:/Finance/Accounts/,2024-06-12T09:56:31,1,[],Finance,Accounts
specimen_10764.xls,.xls,624,C:/Healthcare/LabResults/,2025-07-30T06:54:03,1,[],Healthcare,LabResults
customer_14866.docx,.docx,706,C:/Finance/Customers/,2022-03-23T13:26:39,1,[],Finance,Customers
analysis_16630.xlsx,.xlsx,599,C:/Finance/Reports/,2022-04-16T11:18:06,1,[],Finance,Reports
transaction_13472.csv,.csv,101,C:/Finance/Transactions/,2025-07-28T00:44:18,0,[],Finance,Transactions
announcement_2924.csv,.csv,355,C:/Finance/PublicInfo/,2024-11-15T08:32:04,0,[],Finance,PublicInfo
schedule_22350.csv,.csv,655,C:/Healthcare/StaffSchedules/,2023-06-12T10:47:11,1,[],Healthcare,StaffSchedules
summary_24731.pdf,.pdf,1666,C:/Finance/Reports/,2024-01-06T03:42:44,1,[],Finance,Reports
log_11946.txt,.txt,7,C:/Healthcare/Maintenance/,2024-01-29T02:28:18,0,[],Healthcare,Maintenance
agreement_5356.xlsx,.xlsx,977,C:/Finance/Loans/,2024-12-21T08:16:22,1,[],Finance,Loans
roster_4362.pdf,.pdf,898,C:/Healthcare/StaffSchedules/,2023-08-17T16:45:07,0,[],Healthcare,StaffSchedules
reimbursement_12953.docx,.docx,293,C:/Healthcare/Insurance/,2023-04-27T13:25:25,1,[],Healthcare,Insurance
payroll_test_18522.xls,.xls,1353,C:/Healthcare/LabResults/,2025-04-03T15:58:14,1,['payroll'],Healthcare,LabResults
menu_11385.pdf,.pdf,2656,C:/Healthcare/PublicInfo/,2023-01-09T08:59:37,0,[],Healthcare,PublicInfo
pin_repayment_24076.xls,.xls,495,C:/Finance/Loans/,2024-05-10T17:17:14,1,['pin'],Finance,Loans
notice_8470.txt,.txt,6,C:/Healthcare/PublicInfo/,2025-06-19T08:14:31,0,[],Healthcare,PublicInfo
statement_15191.xlsx,.xlsx,760,C:/Finance/Transactions/,2024-02-17T15:18:52,0,[],Finance,Transactions
roster_21337.xlsx,.xlsx,310,C:/Healthcare/StaffSchedules/,2025-06-07T06:46:23,1,[],Healthcare,StaffSchedules
schedule_23741.csv,.csv,469,C:/Finance/PublicInfo/,2022-12-16T15:30:37,0,[],Finance,PublicInfo
transfer_12416.csv,.csv,727,C:/Finance/Transactions/,2022-11-08T07:10:36,0,[],Finance,Transactions
transfer_0805.xlsx,.xlsx,1906,C:/Finance/Transactions/,2023-03-07T21:18:50,0,[],Finance,Transactions
notice_1326.csv,.csv,361,C:/Healthcare/PublicInfo/,2024-10-29T13:04:20,0,[],Healthcare,PublicInfo
notice_19928.txt,.txt,67,C:/Finance/PublicInfo/,2022-05-25T04:20:46,0,[],Finance,PublicInfo
agenda_23367.txt,.txt,101,C:/Healthcare/Meetings/,2024-06-18T18:35:50,0,[],Healthcare,Meetings
meeting_21310.txt,.txt,2,C:/Healthcare/Meetings/,2025-11-15T21:21:29,1,[],Healthcare,Meetings
schedule_7411.csv,.csv,44,C:/Finance/PublicInfo/,2022-12-05T11:57:10,0,[],Finance,PublicInfo
workorder_17052.xlsx,.xlsx,226,C:/Healthcare/Maintenance/,2024-06-01T23:42:04,0,[],Healthcare,Maintenance
report_0920.csv,.csv,201,C:/Finance/Reports/,2023-09-20T11:54:10,0,[],Finance,Reports
audit_0883.xlsx,.xlsx,323,C:/Finance/Compliance/,2023-07-25T19:47:00,0,[],Finance,Compliance
contract_11408.docx,.docx,529,C:/Finance/Loans/,2023-02-03T03:42:05,1,[],Finance,Loans
minutes_2505.pdf,.pdf,295,C:/Healthcare/Meetings/,2024-06-17T05:19:32,0,[],Healthcare,Meetings
report_10026.csv,.csv,107,C:/Finance/Reports/,2024-12-06T04:16:24,0,[],Finance,Reports
salary_1526.xlsx,.xlsx,1777,C:/Finance/HR/,2025-05-05T17:09:44,1,[],Finance,HR
protocol_8648.docx,.docx,869,C:/Healthcare/Internal/,2025-12-29T22:03:49,1,[],Healthcare,Internal
pin_protocol_15678.xlsx,.xlsx,1417,C:/Finance/Internal/,2022-06-29T05:18:25,1,['pin'],Finance,Internal
lab_14581.xlsx,.xlsx,409,C:/Healthcare/LabResults/,2023-02-26T13:27:02,1,[],Healthcare,LabResults
procedure_10621.pdf,.pdf,217,C:/Healthcare/Internal/,2024-04-15T11:05:11,1,[],Healthcare,Internal
record_4762.pdf,.pdf,1240,C:/Healthcare/Patients/,2023-12-27T14:36:13,0,[],Healthcare,Patients
visit_11652.pdf,.pdf,79,C:/Healthcare/Patients/,2023-05-04T12:17:46,0,[],Healthcare,Patients
profile_5243.docx,.docx,817,C:/Finance/Customers/,2024-08-15T22:47:18,0,[],Finance,Customers
announcement_20770.pdf,.pdf,365,C:/Finance/PublicInfo/,2025-12-24T09:55:48,0,[],Finance,PublicInfo
guideline_19338.docx,.docx,497,C:/Healthcare/Internal/,2025-09-01T23:18:11,1,[],Healthcare,Internal
tax_info_statement_14028.xlsx,.xlsx,1395,C:/Finance/Transactions/,2024-11-07T09:22:32,0,['tax_info'],Finance,Transactions
customer_9805.docx,.docx,422,C:/Finance/Customers/,2023-10-10T03:27:54,1,[],Finance,Customers
account_10458.xlsx,.xlsx,1123,C:/Finance/Accounts/,2025-10-16T16:58:21,1,[],Finance,Accounts
contract_2406.xlsx,.xlsx,1098,C:/Finance/Loans/,2025-05-19T02:27:57,1,[],Finance,Loans
customer_15711.pdf,.pdf,473,C:/Finance/Customers/,2025-07-02T16:56:55,0,[],Finance,Customers
coverage_21811.pdf,.pdf,540,C:/Healthcare/Insurance/,2025-04-16T06:08:20,1,[],Healthcare,Insurance
agenda_22681.pdf,.pdf,849,C:/Healthcare/Meetings/,2023-04-12T00:47:27,0,[],Healthcare,Meetings
test_10535.xlsx,.xlsx,1154,C:/Healthcare/LabResults/,2024-02-26T14:51:35,1,[],Healthcare,LabResults
meeting_9155.txt,.txt,50,C:/Healthcare/Meetings/,2025-10-31T16:52:58,1,[],Healthcare,Meetings
workorder_4671.xlsx,.xlsx,1533,C:/Healthcare/Maintenance/,2024-09-17T03:37:19,0,[],Healthcare,Maintenance
contract_16253.xlsx,.xlsx,339,C:/Finance/Loans/,2022-08-10T03:42:03,1,[],Finance,Loans
memo_20387.pdf,.pdf,1299,C:/Finance/Reports/,2024-07-21T12:05:38,0,[],Finance,Reports
guideline_12405.pdf,.pdf,341,C:/Finance/Internal/,2022-08-14T19:07:59,1,[],Finance,Internal
guideline_2304.pdf,.pdf,372,C:/Finance/Compliance/,2024-06-05T20:27:25,0,[],Finance,Compliance
consent_12980.csv,.csv,71,C:/Healthcare/Patients/,2025-04-23T08:23:25,1,[],Healthcare,Patients
claim_3615.pdf,.pdf,587,C:/Healthcare/Insurance/,2025-05-15T17:21:36,1,[],Healthcare,Insurance
guideline_6303.pdf,.pdf,299,C:/Finance/Internal/,2025-01-09T09:10:58,1,[],Finance,Internal
statement_17209.csv,.csv,294,C:/Finance/Transactions/,2024-01-08T12:08:39,0,[],Finance,Transactions
schedule_23366.xlsx,.xlsx,604,C:/Healthcare/StaffSchedules/,2025-04-26T06:40:22,0,[],Healthcare,StaffSchedules
confidential_policy_1318.xlsx,.xlsx,379,C:/Finance/Internal/,2025-06-12T07:19:07,1,['confidential'],Finance,Internal
credit_report_loan_15084.docx,.docx,459,C:/Finance/Loans/,2025-05-16T23:01:48,1,['credit_report'],Finance,Loans
profile_23981.pdf,.pdf,458,C:/Finance/Customers/,2025-03-06T11:27:32,1,[],Finance,Customers
agreement_20465.docx,.docx,331,C:/Finance/Loans/,2024-02-18T00:15:04,1,[],Finance,Loans
notice_3406.csv,.csv,917,C:/Finance/PublicInfo/,2025-09-28T05:21:03,0,[],Finance,PublicInfo
ledger_8941.csv,.csv,562,C:/Finance/Accounts/,2025-11-25T05:34:08,1,[],Finance,Accounts
pin_guideline_20080.xlsx,.xlsx,1076,C:/Finance/Internal/,2025-03-27T18:46:39,1,['pin'],Finance,Internal
salary_19753.xlsx,.xlsx,961,C:/Finance/HR/,2022-08-01T00:24:09,1,[],Finance,HR
info_8352.pdf,.pdf,123,C:/Finance/Customers/,2024-08-02T04:17:05,0,[],Finance,Customers
procedure_9669.docx,.docx,55,C:/Healthcare/Internal/,2023-10-06T08:45:54,1,[],Healthcare,Internal
